Movie Name,Language,Running Time,Year of Release,Maturity Rating,type,platform,tconst,genres,IMDb Rating_y
Antha,Kannada,124,1981,NR,Movie,Amazon Prime,tt0309289,"Action,Crime,Drama",7.2
Judaai,Hindi,149,1980,All,Movie,Amazon Prime,tt0260112,"Drama,Family",5.8
OK Jaanu,Hindi,134,2017,13+,Movie,Amazon Prime,tt5764024,"Drama,Romance",5.2
& Jara Hatke,Marathi,115,2016,NR,Movie,Amazon Prime,tt7288662,"Drama,Family,Romance",3.0
Aatma,Hindi,90,2013,18+,Movie,Amazon Prime,tt2389974,"Drama,Horror,Thriller",3.8
Alvin and the Chipmunks,English,91,2007,All,Movie,Amazon Prime,tt0952640,"Adventure,Animation,Comedy",5.2
The Romantics,English,96,2010,18+,Movie,Amazon Prime,tt1403988,"Comedy,Drama,Romance",5.1
Simla Special,Tamil,137,1982,NR,Movie,Amazon Prime,tt0429097,"Comedy,Drama",6.7
Swapna Sanchari,Malayalam,122,2011,All,Movie,Amazon Prime,tt2125630,"Comedy,Family",6.0
The Godfather,English,177,1972,18+,Movie,Amazon Prime,tt0068646,"Crime,Drama",9.2
Nayaner Alo,Bengali,144,1998,NR,Movie,Amazon Prime,tt7162138,Romance,5.2
Lagna Mubarak,Marathi,130,2018,13+,Movie,Amazon Prime,tt8365356,Drama,6.0
Dev,Hindi,164,2004,18+,Movie,Amazon Prime,tt0364303,Drama,6.9
Sitadevi,Telugu,132,1982,NR,Movie,Amazon Prime,tt0246235,"Drama,Family",5.7
Sabrang,Hindi,104,2017,NR,Movie,Amazon Prime,tt7763956,Drama,7.7
Bhrashtachar,Hindi,141,1989,13+,Movie,Amazon Prime,tt0096922,"Action,Crime,Drama",4.6
For the Plasma,English,93,2014,NR,Movie,Amazon Prime,tt3717236,"Comedy,Drama,Sci-Fi",5.6
Awara Paagal Deewana,Hindi,157,2002,18+,Movie,Amazon Prime,tt0319020,"Action,Comedy,Crime",6.2
Tropic Thunder,English,106,2008,18+,Movie,Amazon Prime,tt0942385,"Action,Comedy,War",7.0
Meri Jung,Hindi,160,1985,All,Movie,Amazon Prime,tt0084324,"Action,Drama",7.3
Vice,English,98,2008,18+,Movie,Amazon Prime,tt0762145,"Crime,Drama,Mystery",4.9
Chor Machaye Shor,Hindi,139,1974,All,Movie,Amazon Prime,tt0175530,"Action,Musical,Romance",6.5
Main Krishna Hoon,Hindi,129,2013,NR,Movie,Amazon Prime,tt1855268,"Animation,Family,Musical",5.4
Baavare Prem He,Marathi,116,2014,All,Movie,Amazon Prime,tt3886682,Romance,6.4
Naa Desam,Telugu,125,1982,NR,Movie,Amazon Prime,tt0154922,Drama,7.1
Hellboy,English,121,2004,16+,Movie,Amazon Prime,tt0167190,"Action,Fantasy,Horror",6.8
Gulabo Sitabo,Hindi,124,2020,16+,Movie,Amazon Prime,tt10333912,"Comedy,Drama",6.3
Hopscotch,English,104,1980,13+,Movie,Amazon Prime,tt0080889,"Adventure,Comedy",7.2
Shourya,Telugu,117,2016,13+,Movie,Amazon Prime,tt5523544,"Romance,Thriller",6.3
Indu Sarkar,Hindi,134,2017,13+,Movie,Amazon Prime,tt6620324,"Drama,Thriller",6.0
Biporjoy,Bengali,120,2017,13+,Movie,Amazon Prime,tt8406264,"Action,Drama",4.6
Lal Baadshah,Hindi,143,1999,18+,Movie,Amazon Prime,tt0172704,"Action,Drama",3.3
Sikandar,Hindi,102,2009,13+,Movie,Amazon Prime,tt1278447,"Crime,Drama,Mystery",6.3
Deewane Huye Paagal,Hindi,150,2005,13+,Movie,Amazon Prime,tt0444781,"Action,Comedy,Drama",5.4
Galige,English,141,1994,NR,Movie,Amazon Prime,tt6543410,Drama,7.4
Demolition,English,100,2015,18+,Movie,Amazon Prime,tt1172049,"Comedy,Drama",7.0
Octopus (Kannada),Kannada,137,2015,13+,Movie,Amazon Prime,tt12053122,"Action,Adventure,Crime",5.8
Akkare,Malayalam,111,1984,NR,Movie,Amazon Prime,tt0268901,"Comedy,Drama",7.5
Tirupathi,Tamil,153,2006,All,Movie,Amazon Prime,tt0876291,"Action,Drama",3.3
Dhill,Tamil,158,2001,18+,Movie,Amazon Prime,tt0375705,"Action,Drama",7.0
Pareeth Pandari,Malayalam,110,2017,All,Movie,Amazon Prime,tt6641630,Drama,6.6
Kabzaa,Hindi,141,1988,All,Movie,Amazon Prime,tt0156663,"Action,Crime,Drama",5.9
Mawaali,Hindi,138,1983,All,Movie,Amazon Prime,tt0154857,"Action,Drama",5.3
Ye Kaisa Pal Do Pal Ka Pyar,Hindi,84,2016,13+,Movie,Amazon Prime,tt10225098,Drama,8.8
Chandragiri,Malayalam,138,2018,NR,Movie,Amazon Prime,tt8387376,Drama,4.6
Pressure Cooker,Telugu,124,2020,13+,Movie,Amazon Prime,tt10801196,"Comedy,Drama,Family",6.4
Affraa Taffri,Gujarati,124,2020,13+,Movie,Amazon Prime,tt11569602,"Comedy,Drama",6.4
Veruthe Oru Bharya,Malayalam,141,2008,All,Movie,Amazon Prime,tt1336017,"Comedy,Drama,Family",6.3
Hum Aapke Dil Mein Rehte Hain,Hindi,167,1999,All,Movie,Amazon Prime,tt0189592,"Drama,Romance",5.7
The Room,Telugu,99,2019,18+,Movie,Amazon Prime,tt8485364,"Drama,Horror,Mystery",6.0
Unkahee,Hindi,41,2020,NR,Movie,Amazon Prime,tt13138420,"Crime,Drama,Short",4.0
Nunnunarvu,Tamil,98,2016,All,Movie,Amazon Prime,tt5693020,"Romance,Sci-Fi,Thriller",7.0
Jagratha,Malayalam,134,1989,NR,Movie,Amazon Prime,tt0271575,"Crime,Mystery,Thriller",7.4
Smile Please,Marathi,132,2019,13+,Movie,Amazon Prime,tt10111568,Drama,7.0
Janiva,Marathi,100,2015,13+,Movie,Amazon Prime,tt3919008,Drama,6.2
Shibu,Malayalam,122,2019,All,Movie,Amazon Prime,tt10405902,"Comedy,Drama,Romance",6.5
A Map of the World,English,126,1999,18+,Movie,Amazon Prime,tt0160513,Drama,6.6
Anjaana Anjaani,Hindi,151,2010,NR,Movie,Amazon Prime,tt1499201,"Comedy,Drama,Musical",5.8
Hey Jude,Malayalam,144,2018,All,Movie,Amazon Prime,tt6385856,"Drama,Romance",6.9
Parayanumvayya Parayathirikkanumvayya,Malayalam,131,1985,NR,Movie,Amazon Prime,tt0255461,"Action,Drama,Thriller",5.2
Sultan,Hindi,169,2016,13+,Movie,Amazon Prime,tt4832640,"Action,Drama,Sport",7.0
Under Siege 2: Dark Territory,English,99,1995,18+,Movie,Amazon Prime,tt0114781,"Action,Adventure,Thriller",5.5
Nava Mohini,Telugu,135,1984,18+,Movie,Amazon Prime,tt8778830,Drama,7.3
Dil Vil Pyar Vyar,Hindi,150,2002,13+,Movie,Amazon Prime,tt0335044,"Drama,Musical,Romance",5.3
Bhale Manchi Chowka Beram,Telugu,134,2018,13+,Movie,Amazon Prime,tt9165526,"Comedy,Drama,Thriller",6.2
Whiplash,English,106,2015,16+,Movie,Amazon Prime,tt3923576,"Drama,History",8.4
Dinosaur Island,English,73,2002,7+,Movie,Amazon Prime,tt0385656,"Adventure,Animation,Fantasy",5.0
Gabbar Singh,Telugu,151,2012,13+,Movie,Amazon Prime,tt2304655,"Action,Comedy,Crime",7.1
Natpuna Ennanu Theriyuma,Tamil,121,2019,All,Movie,Amazon Prime,tt8043312,"Comedy,Drama",5.4
Praja,Malayalam,178,2001,NR,Movie,Amazon Prime,tt0287637,Action,3.9
Enai Noki Paayum Thota,Tamil,151,2019,16+,Movie,Amazon Prime,tt5483626,"Action,Drama,Romance",5.6
Ondalla Eradalla,Kannada,117,2018,All,Movie,Amazon Prime,tt8852312,Drama,8.2
Flashbacks of a Fool,English,113,2008,18+,Movie,Amazon Prime,tt1037218,Drama,6.8
Boochamma Boochodu,Telugu,125,2014,18+,Movie,Amazon Prime,tt4087890,"Comedy,Horror",4.1
Dil Toh Baccha Hai Ji,Hindi,137,2011,18+,Movie,Amazon Prime,tt1727496,"Comedy,Drama,Romance",5.8
Down with Love,English,101,2003,18+,Movie,Amazon Prime,tt0309530,"Comedy,Romance",6.3
Dillagi,Hindi,182,1999,13+,Movie,Amazon Prime,tt0225515,"Drama,Musical,Romance",5.4
Varnapakittu,Malayalam,153,1997,All,Movie,Amazon Prime,tt0290098,"Action,Drama,Romance",5.8
Ina,Malayalam,126,1982,NR,Movie,Amazon Prime,tt0333622,"Drama,Romance",5.9
Ganga Ki Saugand,Hindi,142,1978,All,Movie,Amazon Prime,tt0077596,"Action,Drama",5.3
Wake Up India,Hindi,118,2013,NR,Movie,Amazon Prime,tt3766798,Drama,6.9
Sasesham,Telugu,124,2012,18+,Movie,Amazon Prime,tt9054498,"Drama,Mystery,Thriller",4.7
Dreamgirls,English,130,2006,13+,Movie,Amazon Prime,tt0443489,"Drama,Music,Musical",6.5
Mahaanta,Hindi,167,1997,13+,Movie,Amazon Prime,tt0251194,"Action,Crime,Drama",4.4
Shiva,Hindi,114,2006,18+,Movie,Amazon Prime,tt0831816,"Action,Crime,Drama",3.9
Khilona,Hindi,160,1970,All,Movie,Amazon Prime,tt0148375,"Drama,Musical,Romance",7.2
Hichki,Hindi,116,2018,7+,Movie,Amazon Prime,tt6588966,"Comedy,Drama",7.5
The Myth of the American Sleepover,English,96,2010,16+,Movie,Amazon Prime,tt1174042,"Comedy,Drama,Romance",6.3
Ikkayude Shakadam,Malayalam,99,2019,13+,Movie,Amazon Prime,tt10410520,Comedy,4.0
Alex,Telugu,155,2005,NR,Movie,Amazon Prime,tt0409678,Drama,6.3
Yuvatha,Telugu,129,2008,13+,Movie,Amazon Prime,tt1735236,\N,5.9
Bharat,Hindi,154,2019,13+,Movie,Amazon Prime,tt10384238,Talk-Show,6.6
Dattak,Hindi,119,2001,NR,Movie,Amazon Prime,tt0284999,Drama,7.5
Dwaraka,Telugu,137,2017,13+,Movie,Amazon Prime,tt6025224,"Drama,Romance",4.8
All Is Bright,English,107,2013,18+,Movie,Amazon Prime,tt1462901,"Comedy,Drama",5.6
Same Kind of Different as Me,English,119,2017,18+,Movie,Amazon Prime,tt1230168,"Biography,Drama",6.6
Fight Club,English,139,1999,13+,Movie,Amazon Prime,tt0137523,Drama,8.8
Kalla Kulla,Kannada,139,1975,NR,Movie,Amazon Prime,tt1364229,\N,7.4
Atithee,Hindi,135,1978,NR,Movie,Amazon Prime,tt0077183,"Drama,Romance",6.0
BHK Bhalla@Halla.Kom,Hindi,120,2016,13+,Movie,Amazon Prime,tt5288766,Comedy,5.9
Bhola Moira,Bengali,132,1977,NR,Movie,Amazon Prime,tt1587121,Drama,5.3
Days of Thunder,English,107,1990,13+,Movie,Amazon Prime,tt0099371,"Action,Drama,Sport",6.1
Ghost,Hindi,113,2012,18+,Movie,Amazon Prime,tt2175671,Horror,2.3
Pyaar Ke Side Effects,Hindi,120,2006,18+,Movie,Amazon Prime,tt0480572,"Comedy,Drama,Romance",6.7
Aakhri Ghulam,Hindi,134,1989,NR,Movie,Amazon Prime,tt0178175,"Action,Crime,Drama",5.0
Steel Toes,English,90,2007,18+,Movie,Amazon Prime,tt0758017,"Crime,Drama",6.1
Mission Kashmir,Hindi,150,2000,13+,Movie,Amazon Prime,tt0248185,"Action,Drama,Thriller",6.7
Aami Ashbo Phirey,Bengali,120,2018,18+,Movie,Amazon Prime,tt8185526,Musical,6.9
Hum,Hindi,168,1991,All,Movie,Amazon Prime,tt0102071,"Action,Comedy,Drama",6.8
Buno Haansh,Bengali,135,2014,13+,Movie,Amazon Prime,tt3754704,"Crime,Drama,Thriller",6.6
Rappakal,Malayalam,137,2005,All,Movie,Amazon Prime,tt0460541,"Comedy,Drama",7.2
Kartoos,Hindi,126,1999,18+,Movie,Amazon Prime,tt0220594,"Action,Thriller",5.1
Playing With Fire,English,95,2019,7+,Movie,Amazon Prime,tt10579056,Reality-TV,7.7
Doctor Love,Malayalam,157,2011,All,Movie,Amazon Prime,tt2061650,Romance,5.0
Jagga Jagravan Joga,Punjabi,114,2020,13+,Movie,Amazon Prime,tt11779668,Drama,2.2
Vayasu Pasanga,Tamil,132,2004,13+,Movie,Amazon Prime,tt6536178,Drama,4.4
The Death of Stalin,English,102,2018,18+,Movie,Amazon Prime,tt9194210,"Comedy,Documentary,History",8.4
Babu,Hindi,148,1985,NR,Movie,Amazon Prime,tt0360399,"Drama,Family",7.0
Crown Heights,English,99,2017,18+,Movie,Amazon Prime,tt3268340,"Biography,Crime,Drama",6.5
If Something Happens,English,80,2018,18+,Movie,Amazon Prime,tt6890656,Mystery,5.0
Sarkar 3,Hindi,130,2017,NR,Movie,Amazon Prime,tt5742874,"Action,Crime,Drama",4.9
Time,English,81,2020,16+,Movie,Amazon Prime,tt11416746,"Biography,Documentary",6.9
Kinara,Hindi,139,1977,NR,Movie,Amazon Prime,tt0215902,"Drama,Romance",6.6
Aadhar,Marathi,140,2002,All,Movie,Amazon Prime,tt6357572,Drama,5.1
Marjaavaan,Hindi,133,2019,16+,Movie,Amazon Prime,tt9248934,"Action,Drama,Romance",3.7
Capmaari,Tamil,126,2019,18+,Movie,Amazon Prime,tt11226466,"Comedy,Drama,Romance",3.3
Avasara Police 100,Tamil,143,1990,18+,Movie,Amazon Prime,tt0155514,"Action,Crime,Thriller",6.6
Dinner for Schmucks,English,109,2010,18+,Movie,Amazon Prime,tt0427152,Comedy,5.9
The Mummy,Hindi,124,1999,18+,Movie,Amazon Prime,tt0120616,"Action,Adventure,Fantasy",7.0
Kuselan,Tamil,158,2008,All,Movie,Amazon Prime,tt1273218,"Comedy,Drama,Family",4.8
Kalank,Hindi,165,2019,13+,Movie,Amazon Prime,tt6988116,"Drama,Romance",3.6
Banjara - The Truck Driver,Punjabi,130,2018,13+,Movie,Amazon Prime,tt8665546,"Drama,Romance",4.3
Naram Garam,Hindi,127,1981,All,Movie,Amazon Prime,tt0082796,"Comedy,Drama",7.4
Alone,Hindi,118,2015,13+,Movie,Amazon Prime,tt4271730,Horror,3.7
Van Helsing,English,131,2004,13+,Movie,Amazon Prime,tt0338526,"Action,Adventure,Fantasy",6.1
Ernest Rides Again,English,99,1993,All,Movie,Amazon Prime,tt0106827,"Comedy,Family",4.9
Velaiilla Pattadhari 2,Tamil,120,2017,All,Movie,Amazon Prime,tt7019812,"Action,Comedy",5.4
13B: Fear Has a New Address,Hindi,144,2009,18+,Movie,Amazon Prime,tt1385824,"Drama,Horror,Mystery",7.3
Sunday,Hindi,130,2008,NR,Movie,Amazon Prime,tt1002847,"Comedy,Drama,Mystery",8.0
Dil Dosti Etc,Hindi,104,2007,18+,Movie,Amazon Prime,tt1099196,"Comedy,Crime,Drama",7.0
Ajj De Ranjhe,Punjabi,143,2012,13+,Movie,Amazon Prime,tt2440140,Drama,5.1
Mere Baap Pehle Aap,Hindi,157,2008,All,Movie,Amazon Prime,tt1170404,"Comedy,Drama,Romance",5.4
Clear and Present Danger,English,141,1994,13+,Movie,Amazon Prime,tt0109444,"Action,Crime,Drama",6.9
Raju Ban Gaya Gentleman,Hindi,148,1992,All,Movie,Amazon Prime,tt0173102,"Comedy,Musical,Romance",6.8
Vigilante,English,54,2020,13+,Movie,Amazon Prime,tt10751528,"Action,Crime,Drama",8.3
Race 3,Hindi,159,2018,13+,Movie,Amazon Prime,tt7431594,"Action,Crime,Thriller",1.9
Ninnu Kori,Telugu,136,2017,All,Movie,Amazon Prime,tt6996016,"Comedy,Romance",7.5
Saajan,Hindi,180,1991,NR,Movie,Amazon Prime,tt0102825,"Drama,Musical,Romance",7.3
Bewakoofiyaan,Hindi,117,2014,13+,Movie,Amazon Prime,tt3483646,"Comedy,Drama,Romance",5.5
Muqaddar Ka Faisla,Hindi,171,1987,13+,Movie,Amazon Prime,tt0239682,"Action,Comedy,Drama",4.8
Foto,Hindi,86,2007,All,Movie,Amazon Prime,tt2459222,Comedy,6.6
Besharam,Hindi,141,2013,13+,Movie,Amazon Prime,tt2576450,"Action,Comedy,Romance",3.6
Street Dancer 3D,Hindi,141,2020,13+,Movie,Amazon Prime,tt9648672,"Drama,Music",3.6
Stinking Heaven,English,70,2015,NR,Movie,Amazon Prime,tt3955618,"Comedy,Drama",6.0
John Honai,Malayalam,121,2015,All,Movie,Amazon Prime,tt5870990,Comedy,2.0
Oculus,English,102,2014,18+,Movie,Amazon Prime,tt3209680,"Horror,Mystery,Short",6.8
Mogra Phulaalaa,Marathi,136,2019,All,Movie,Amazon Prime,tt10209164,Romance,6.6
Jobs,English,127,2013,16+,Movie,Amazon Prime,tt2357129,"Biography,Drama",6.0
Yeh Dillagi,Hindi,154,1994,All,Movie,Amazon Prime,tt0111793,"Comedy,Drama,Musical",6.0
Children of the Corn: Genesis,English,80,2011,18+,Movie,Amazon Prime,tt1745672,"Horror,Thriller",3.6
Train to Pakistan,Hindi,107,1998,18+,Movie,Amazon Prime,tt0170704,"Drama,War",6.6
Bala Bharatam,Telugu,166,1972,All,Movie,Amazon Prime,tt0186848,"Drama,Musical",6.3
Om Jai Jagadish,Hindi,169,2002,NR,Movie,Amazon Prime,tt0327071,"Drama,Musical",5.5
Bhaijaan Elo Re,Bengali,158,2018,All,Movie,Amazon Prime,tt8051738,"Action,Adventure,Comedy",7.1
DK Bose,Kannada,113,2019,All,Movie,Amazon Prime,tt9910778,Comedy,5.8
Me Shivaji Park,Marathi,121,2018,13+,Movie,Amazon Prime,tt9024664,Crime,7.0
Jerry Maguire,English,138,1996,18+,Movie,Amazon Prime,tt0116695,"Comedy,Drama,Romance",7.3
Nocturne,English,90,2020,16+,Movie,Amazon Prime,tt10567328,"Drama,Short",10.0
Ghayal,Hindi,156,1990,18+,Movie,Amazon Prime,tt0099652,"Action,Crime,Drama",7.6
Aasai,Tamil,145,1995,13+,Movie,Amazon Prime,tt0377321,"Drama,Romance,Thriller",7.5
Black Box,English,100,2020,16+,Movie,Amazon Prime,tt10847142,"Drama,Mystery,Sci-Fi",7.7
Kaadhal Parisu,Tamil,149,1987,All,Movie,Amazon Prime,tt0319621,"Drama,Romance",6.1
Bham Bolenath,Telugu,114,2015,13+,Movie,Amazon Prime,tt4522112,\N,6.5
Vodka Diaries,Hindi,108,2018,13+,Movie,Amazon Prime,tt6275262,"Mystery,Thriller",5.6
Is Raat Ki Subah Nahin,Hindi,135,1996,18+,Movie,Amazon Prime,tt0308417,"Crime,Thriller",6.7
American Pastoral,English,104,2016,18+,Movie,Amazon Prime,tt0376479,"Crime,Drama",6.1
Thirupathi,Kannada,126,2006,All,Movie,Amazon Prime,tt2917786,"Action,Crime,Drama",6.2
Charmurti,Bengali,118,1978,NR,Movie,Amazon Prime,tt2265207,Comedy,7.2
Dohchay,Telugu,136,2015,All,Movie,Amazon Prime,tt4463780,Action,5.8
Saawariya,Hindi,137,2007,13+,Movie,Amazon Prime,tt0758053,"Drama,Musical,Romance",5.2
Kurmaiyan,Punjabi,140,2018,13+,Movie,Amazon Prime,tt8653470,"Comedy,Drama,Family",5.6
Keralida Simha,Kannada,164,1981,NR,Movie,Amazon Prime,tt0371774,Musical,8.5
Theri,Tamil,150,2016,All,Movie,Amazon Prime,tt5440700,"Action,Drama,Thriller",7.4
Five Fingers,Malayalam,150,2005,NR,Movie,Amazon Prime,tt1137456,"Drama,Romance",3.8
Heeron Ka Chor,Hindi,133,1982,NR,Movie,Amazon Prime,tt4839786,Action,3.4
Once More,Tamil,160,1997,All,Movie,Amazon Prime,tt0364571,"Comedy,Drama,Romance",6.9
Half Ticket,Marathi,111,2016,13+,Movie,Amazon Prime,tt5641300,"Drama,Family",7.8
Tiger Zinda Hai,Hindi,158,2017,13+,Movie,Amazon Prime,tt5956100,"Action,Adventure,Thriller",5.9
Dying of the Light,English,93,2014,18+,Movie,Amazon Prime,tt1274586,"Action,Drama,Thriller",4.5
Mosagallaku Mosagadu,Telugu,124,2015,13+,Movie,Amazon Prime,tt4701630,"Action,Comedy,Crime",5.2
Palasa 1978,Telugu,141,2020,18+,Movie,Amazon Prime,tt10682062,"Action,Drama",7.4
Thittivasal,Tamil,107,2017,13+,Movie,Amazon Prime,tt7770176,"Action,Drama,Thriller",7.1
Carpool,English,89,1996,All,Movie,Amazon Prime,tt0115836,Comedy,5.0
Kinnaripuzhayoram,Malayalam,123,1994,NR,Movie,Amazon Prime,tt0353627,Comedy,6.6
Picnic,Malayalam,140,1975,NR,Movie,Amazon Prime,tt0281067,\N,5.4
Heyy Babyy,Hindi,143,2007,NR,Movie,Amazon Prime,tt0806088,"Comedy,Drama",6.0
Ranga Bou,Bengali,140,1999,NR,Movie,Amazon Prime,tt7148158,Drama,4.8
Paisa Paisa,Marathi,103,2016,All,Movie,Amazon Prime,tt5847334,Thriller,6.4
Yaraana,Hindi,124,1995,All,Movie,Amazon Prime,tt0115009,"Action,Drama,Musical",4.7
Kencho Khoondte Keute,Bengali,155,1993,NR,Movie,Amazon Prime,tt7305360,"Comedy,Romance",7.1
Sunayana,Hindi,131,1979,NR,Movie,Amazon Prime,tt0165966,"Comedy,Drama,Family",5.9
Emerald Cities,English,90,1983,NR,Movie,Amazon Prime,tt0085484,"Comedy,Drama,Music",6.1
Bellary Naga,Kannada,132,2009,All,Movie,Amazon Prime,tt12218210,Action,7.4
Hotel California,Malayalam,136,2013,13+,Movie,Amazon Prime,tt2899136,"Action,Comedy,Crime",4.8
Annai Oru Aalayam,Tamil,121,1979,All,Movie,Amazon Prime,tt0277580,"Adventure,Drama",7.0
Alexander the Last,English,72,2009,18+,Movie,Amazon Prime,tt1308094,"Drama,Romance",5.2
Suspiria,English,152,2018,18+,Movie,Amazon Prime,tt1034415,"Fantasy,Horror,Mystery",6.7
Tubelight,Hindi,130,2017,All,Movie,Amazon Prime,tt5882970,"Drama,War",3.8
Andala Rakshasi,Telugu,145,2012,13+,Movie,Amazon Prime,tt2316756,Romance,7.1
Dirty,English,96,2005,18+,Movie,Amazon Prime,tt0439544,"Crime,Thriller",5.6
Appa Ani Bappa,Marathi,137,2019,All,Movie,Amazon Prime,tt10948322,Comedy,7.4
Deiva Thirumagal,Tamil,159,2011,NR,Movie,Amazon Prime,tt1857670,Drama,8.2
Nilkanth Master,Marathi,114,2015,All,Movie,Amazon Prime,tt5496754,Drama,5.9
Allari Pilla,Telugu,134,1992,NR,Movie,Amazon Prime,tt0779721,Comedy,6.6
Anbe Anbe,Tamil,140,2003,All,Movie,Amazon Prime,tt6418582,Drama,5.1
Tungabhadra,Telugu,120,2015,18+,Movie,Amazon Prime,tt6543384,Drama,5.7
Bokya Satbande,Marathi,125,2009,All,Movie,Amazon Prime,tt2497024,Family,7.5
Heroes,Hindi,137,2008,NR,Movie,Amazon Prime,tt1114725,"Action,Adventure,Comedy",5.5
Kanwarlal,Hindi,149,1988,13+,Movie,Amazon Prime,tt0363735,"Action,Drama",4.6
Devaraya,Telugu,128,2012,13+,Movie,Amazon Prime,tt2693174,Comedy,3.4
Monster Trucks,English,104,2017,NR,Movie,Amazon Prime,tt7247934,"Comedy,Talk-Show",5.0
Last Vegas,English,100,2013,13+,Movie,Amazon Prime,tt1204975,"Comedy,Drama",6.6
Stri,Telugu,88,1995,NR,Movie,Amazon Prime,tt0306098,Drama,7.8
Shadaa,Punjabi,127,2019,All,Movie,Amazon Prime,tt8983218,"Comedy,Music,Romance",6.3
G.I. Joe: The Rise of Cobra,English,117,2009,13+,Movie,Amazon Prime,tt1046173,"Action,Adventure,Sci-Fi",5.8
Hasyarathna Ramakrishna,Kannada,138,1982,NR,Movie,Amazon Prime,tt0260945,\N,6.4
Shutter,English,85,2008,18+,Movie,Amazon Prime,tt0482599,"Horror,Mystery,Thriller",5.2
Devi Ahilya Bai,Hindi,141,2002,NR,Movie,Amazon Prime,tt2254620,"Biography,Drama,History",7.0
Vicky Donor,Hindi,125,2012,NR,Movie,Amazon Prime,tt2317337,"Comedy,Romance",7.8
Godsend,English,102,2004,13+,Movie,Amazon Prime,tt0335121,"Drama,Fantasy,Horror",4.8
Jai Sena,Telugu,136,2021,13+,Movie,Amazon Prime,tt11573420,Action,3.8
Howrah Bridge,Telugu,129,2018,13+,Movie,Amazon Prime,tt7822522,\N,3.9
Chandni,Hindi,179,1989,All,Movie,Amazon Prime,tt0097045,"Drama,Musical,Romance",6.8
Le Lotta,Hindi,125,2017,NR,Movie,Amazon Prime,tt5342784,"Comedy,Drama",6.9
Madhur Milan,Bengali,134,2000,NR,Movie,Amazon Prime,tt4197544,"Drama,Musical",6.9
Love Shagun,Hindi,117,2016,13+,Movie,Amazon Prime,tt5130348,"Comedy,Romance",4.5
Black Knight,English,95,2001,All,Movie,Amazon Prime,tt0265087,"Adventure,Comedy,Fantasy",4.9
Keemat,Hindi,132,1973,NR,Movie,Amazon Prime,tt0245994,Action,6.7
English Vinglish,Hindi,133,2012,NR,Movie,Amazon Prime,tt2181931,"Comedy,Drama,Family",7.8
Ankhon Mein Tum Ho,Hindi,150,1997,All,Movie,Amazon Prime,tt0250937,Romance,5.7
Karwaan,Hindi,113,2018,13+,Movie,Amazon Prime,tt7919680,"Adventure,Comedy,Drama",7.6
Le Gaya Saddam,Hindi,113,2012,NR,Movie,Amazon Prime,tt3211088,Comedy,6.7
Jio Pagla,Bengali,151,2017,13+,Movie,Amazon Prime,tt8658520,"Comedy,Romance",4.8
Nenu Lenu,Telugu,115,2019,16+,Movie,Amazon Prime,tt10675966,Drama,6.1
Navaratri,Kannada,98,2019,18+,Movie,Amazon Prime,tt11000040,Drama,5.0
Mem Saheb,Bengali,122,1972,NR,Movie,Amazon Prime,tt7613274,Drama,7.2
Dil Dhadakne Do,Hindi,173,2015,13+,Movie,Amazon Prime,tt4110568,"Comedy,Drama,Romance",6.9
My Tutor,English,97,1983,18+,Movie,Amazon Prime,tt0085980,Comedy,5.2
Chotushkone,Bengali,147,2014,13+,Movie,Amazon Prime,tt4115752,Thriller,8.2
Insaf Ka Tarazu,Hindi,135,1980,18+,Movie,Amazon Prime,tt0080926,"Crime,Drama",6.4
Juvva,Telugu,126,2018,NR,Movie,Amazon Prime,tt8108214,"Action,Comedy,Drama",3.9
Blue Steel,English,102,1990,18+,Movie,Amazon Prime,tt0099160,"Action,Crime,Drama",5.7
Dhoop,Hindi,132,2003,All,Movie,Amazon Prime,tt0387164,Drama,7.2
Shaandaar,Hindi,142,2015,13+,Movie,Amazon Prime,tt4007558,"Comedy,Drama,Romance",3.6
Devki,Marathi,139,2001,All,Movie,Amazon Prime,tt2633742,Drama,4.3
Mozhi,Malayalam,151,2007,All,Movie,Amazon Prime,tt1034053,"Comedy,Romance",8.0
Notebook,Hindi,112,2019,All,Movie,Amazon Prime,tt9105014,"Drama,Romance",6.9
Hachi: A Dog's Tale,English,89,2009,18+,Movie,Amazon Prime,tt1028532,"Biography,Drama,Family",8.1
Hercules,Bengali,111,2018,13+,Movie,Amazon Prime,tt8310028,Comedy,6.2
Kidu,Malayalam,122,2018,All,Movie,Amazon Prime,tt8619956,"Action,Drama,Romance",6.6
Compliance,English,89,2012,18+,Movie,Amazon Prime,tt1971352,"Crime,Drama,Thriller",6.4
Mumbai Central,Hindi,108,2016,18+,Movie,Amazon Prime,tt6440626,Family,4.8
Bhoy,Bengali,158,1996,NR,Movie,Amazon Prime,tt7205932,Thriller,6.8
Thoda Pyaar Thoda Magic,Hindi,136,2008,7+,Movie,Amazon Prime,tt1191138,"Comedy,Drama,Family",4.9
At the Fork,English,94,2016,13+,Movie,Amazon Prime,tt5726712,Documentary,7.4
Navakoti Narayana,Kannada,108,1964,NR,Movie,Amazon Prime,tt1414542,\N,8.8
Ko,Tamil,159,2011,All,Movie,Amazon Prime,tt1851988,"Action,Thriller",7.8
Coffee Ani Barach Kahi,Marathi,98,2015,All,Movie,Amazon Prime,tt4580794,Romance,7.1
